0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
1.5,0.12,1.63,1.12,-0.12,0,1.12,0.5,-1.37,-3.75,-1.12,0.75,1.88,-3.13,-2.25,-0.37,-4.13,-2.5,-4.13,-3.5,-1.88,-2,-0.12,0.5,1.12,1.75,0.63,1.5,3.75,1.63,3.13,-10,0.12,-31.37,-5.25,12.13,0.703388206
1.5,0.37,1.63,1.25,-0.25,-0.25,1.25,0.37,-1.37,-3.38,-1.12,0.5,1.25,-3.25,-2.25,-3.5,-4.25,-2.25,-4,-3.63,-1.37,-1.75,-0.75,0.63,1.25,2.13,1,0.88,3.38,1.88,3,-33.38,-5,41.25,-1.5,-9.5,0.723714739
1.5,-0.12,1.63,1,-0.37,-0.12,1.12,0.63,-1.25,-3.5,-1.25,0.37,0.63,-2.88,-2.25,-1.63,-4,-2.5,-3.5,-3.25,-2.13,-2.13,-0.37,0.75,1.75,1.75,0.25,1.12,3.75,1.75,3.13,7.25,5.88,-16.37,-4.75,-3.5,0.748310774
1.5,0.63,1.5,1.12,-0.37,0,1.5,0.37,-1.37,-3.63,-1.25,0.25,3.5,-3.25,-2,0.25,-4.38,-2.25,-4.38,-3.5,-1.75,-1.75,0.12,1.12,0.75,1.63,0.75,0.88,4,1.88,2.63,-5.88,-9.88,-5.88,-16.37,-4.38,0.774981634
1.5,0.25,1.63,1.12,-0.12,-0.25,1.25,0.5,-1.37,-3.38,-1.12,0.5,0.37,-3.38,-2.13,-4.38,-4,-2.5,-4.13,-3.38,-1.88,-1.63,-0.25,0.37,1.25,1.63,1.12,1.12,3.38,1.75,3,-10.25,-17,-3.5,12.63,-0.75,0.80231782
1.5,0.37,1.75,1.12,-0.37,-0.12,1.12,0.5,-1.12,-3.63,-0.75,0.5,1.37,-3.13,-2,4.25,-4.13,-2.38,-4.13,-2.88,-1.63,-2.13,-0.37,0.63,1.12,2,0.5,0.75,3.63,1.88,3,-14.88,21.25,4.5,-10.63,-4.25,0.830009159
1.63,0.37,1.5,1.12,-0.37,-0.25,1.5,0.5,-1.5,-3.63,-1.25,0.5,1.88,-3.13,-2.5,0,-4.25,-2.25,-4,-3.88,-1.88,-1.88,-0.37,1.37,1.5,1.12,0.63,1,3.5,2.13,3,5,-10.38,-15.63,-1.88,-10.13,0.858945586
1.5,0.37,1.63,1.12,-0.25,0,1.12,0.37,-1.37,-3.63,-1.5,0.63,3,-3.13,-2,-1.25,-3.88,-2.25,-4.13,-3.5,-1.88,-1.88,0,0.5,1.37,1.75,0.5,1.5,3.75,1.5,2.88,-9.63,0.25,-25.75,-3.88,7.25,0.890909532
1.5,0.37,1.63,1.37,-0.25,-0.12,1.37,0.5,-1.37,-3.63,-1,0.25,1.63,-3,-1.88,-4.75,-4.13,-2.25,-4.13,-3.63,-1.37,-1.75,-0.75,0.88,1.25,1.88,1,0.63,3.38,2,2.88,-15.88,-13.75,14,-0.75,-0.5,0.92754702
1.5,-0.25,1.75,1.12,-0.25,-0.25,1.12,0.5,-1.37,-3.5,-1.25,0.5,-1,-2.88,-2.5,4.63,-4.13,-2.5,-3.75,-3,-2.13,-1.88,-0.25,0.75,1.63,1.5,0.25,1.12,3.5,1.88,3.13,7.63,6.13,-15.38,-5,2.88,0.968759714
1.63,0.63,1.63,1.12,-0.37,-0.12,1.37,0.37,-1.37,-3.63,-1.37,0.25,2.75,-3.38,-2.38,0,-4.25,-2.25,-4.13,-3.63,-1.75,-2.25,0,1.25,0.75,1.75,0.63,1,4,1.88,2.75,-10,-10.13,-4.5,-20.5,1.5,1.011911043
1.5,0.25,1.63,1.25,-0.25,-0.25,1.12,0.5,-1.37,-3.63,-0.75,0.5,0.63,-3.13,-2.13,-9.25,-4.13,-2.5,-4.13,-3.38,-1.88,-1.63,-0.37,0.37,1.25,1.63,1.25,1.25,3.13,1.75,3,-10,-15.5,-7.75,24.87,-0.12,1.053104052
1.5,0.25,1.75,1.12,-0.37,0,1.25,0.37,-1.25,-3.63,-0.63,0.37,1.5,-3,-1.63,1.12,-4.13,-2.38,-4.25,-3,-1.63,-2.5,-0.37,0.75,1.25,2,0.63,1,3.63,1.75,3,-10.25,27.37,5.75,0.5,-10.25,1.089274132
1.5,0.25,1.5,1.12,-0.25,-0.12,1.37,0.5,-1.37,-3.75,-1,0.37,1,-3.25,-2,0.12,-4.25,-2.25,-3.88,-3.5,-1.88,-1.88,-0.25,1.25,1.37,1,0.63,1,3.5,2.13,2.88,7.88,-6.75,0.75,-1.25,-15.5,1.11918192
1.5,0.37,1.5,1.12,-0.25,-0.12,1.12,0.5,-1.37,-3.63,-1.25,0.75,2.5,-3.13,-2.13,-0.63,-3.88,-2.5,-4.25,-3.38,-1.88,-2,0,0.5,1.25,1.63,0.75,1.63,3.88,1.5,3,0,0,-25.87,-9,21,1.143212115
1.63,0.37,1.5,1.12,-0.12,-0.25,1.25,0.37,-1.37,-3.5,-1,0.5,1.37,-3,-1.88,-2.63,-4.25,-2.5,-4.13,-3.63,-1.37,-1.75,-0.63,0.75,1.25,1.63,1.12,0.75,3.25,1.75,3,-17.75,-10,36.88,3.38,-10.5,1.1627556
1.5,-0.25,1.63,1,-0.12,-0.12,1.25,0.63,-1.25,-3.5,-1.12,0.37,-1.12,-3.25,-2.38,5,-4.25,-2.5,-3.63,-3,-2.13,-1.88,-0.25,0.63,1.75,1.75,0.12,1.12,3.5,1.88,3,13.75,7.25,-15.88,-9,-8.25,1.179615959
1.63,0.63,1.63,1.12,-0.5,0,1.37,0.25,-1.37,-3.63,-1.25,0.25,3.63,-3.25,-1.75,-0.25,-4.25,-2.13,-4.25,-3.63,-1.75,-1.63,0,1,0.88,1.75,0.75,0.88,4,1.88,2.75,-5,-9.5,-5.75,-25.75,-4.13,1.195525728
1.5,0.25,1.63,1.12,-0.12,-0.12,1.25,0.5,-1.5,-3.5,-1.5,0.63,0.63,-3.13,-2.13,-4.13,-4.13,-2.63,-4.13,-3.5,-1.75,-1.37,-0.12,0.25,1.37,1.5,1.12,1.25,3.38,1.88,3,-9.75,-25.37,-10.75,31.25,-5.75,1.211774493
1.5,0.37,1.63,1.12,-0.37,-0.12,1.25,0.37,-1.12,-3.75,-0.63,0.5,1.37,-2.88,-1.88,1,-4.25,-2.38,-4,-3.13,-1.75,-2.25,-0.25,0.75,1.12,2,0.5,0.63,3.63,1.75,3,-10,6.5,7.13,-9.63,-9.88,1.228976675
1.63,0.5,1.5,1.12,-0.25,-0.25,1.5,0.75,-1.5,-3.5,-1.12,0.37,1,-3.13,-2.25,-0.12,-4,-2.38,-3.88,-3.63,-2,-2,-0.25,1.5,1.37,1.25,0.75,1.12,3.5,2,3.13,6.13,-4.38,-15.25,0.63,-13.38,1.24701416
1.5,0.37,1.5,1.12,-0.12,0.12,1.12,0.37,-1.37,-3.63,-1.25,0.75,2,-2.88,-2.13,0.25,-3.75,-2.5,-4.25,-3.63,-2,-1.88,0,0.5,1.25,1.75,0.5,1.5,3.88,1.5,3.13,-9.75,-0.37,-42.13,-4.25,9.25,1.265152433
1.5,0.37,1.63,1.25,-0.25,-0.12,1.37,0.37,-1.37,-3.5,-1.25,0.75,1.63,-3.25,-1.63,-3.75,-4.13,-2.25,-4.13,-3.63,-1.12,-1.75,-0.88,0.75,1.12,1.88,1.12,0.75,3.25,1.88,3,-17.5,-18.5,42.75,-1.25,-10.13,1.282260801
1.5,-0.37,1.75,1.12,-0.25,0,1.12,0.63,-1.25,-3.63,-1.25,0.5,-1.25,-3,-2.13,4.5,-4,-2.25,-3.63,-3.13,-2,-1.88,-0.5,0.75,1.63,1.63,0.25,1,3.5,1.75,3.13,12.63,10.5,-15.5,-0.25,2.88,1.296988494
1.63,0.75,1.63,1.12,-0.37,0,1.37,0.5,-1.37,-3.63,-1.37,0.25,3.13,-3.38,-2.13,-0.12,-4.25,-2.13,-4.25,-3.5,-1.88,-2.13,0,0.75,0.88,1.63,0.63,1,4,1.88,2.75,-10.63,-10.13,-5.13,-16.25,7.25,1.307716451
1.37,0.25,1.63,1.12,-0.12,-0.12,1.25,0.37,-1.37,-3.5,-1.12,0.37,0.75,-3.13,-2.25,-5,-3.88,-2.63,-4.13,-3.38,-1.88,-1.25,-0.25,0.25,1.37,1.5,1.25,1.25,3.38,1.75,2.88,0.75,-25.37,-4.75,19.87,0.12,1.312213829
1.5,0.25,1.63,1.12,-0.37,-0.12,1.37,0.5,-1.25,-3.63,-0.5,0.37,1.5,-2.75,-1.88,-0.5,-4.25,-2.5,-4.25,-3.13,-1.5,-2,-0.37,0.75,1.25,2,0.37,1,3.63,1.63,3.13,-9.88,26,2.75,-1,-9.88,1.307320791
1.63,0.37,1.5,1.12,-0.25,-0.25,1.5,0.5,-1.5,-3.63,-1.25,0.37,1.12,-3.25,-2.13,0.12,-4.38,-2.25,-3.63,-3.75,-1.88,-1.88,-0.37,1.37,1.25,1,0.63,1,3.63,2.13,2.88,6,-5.25,0,-0.5,-15.88,1.289610763
1.5,0.12,1.63,1.12,-0.25,0,1.12,0.5,-1.37,-3.75,-1.12,0.37,2.13,-3.25,-2.13,-0.63,-4,-2.38,-4.25,-3.38,-1.88,-2,0,0.5,1.12,1.63,0.63,1.37,3.88,1.5,3,-9.75,0.37,-30.25,-2.63,15.5,1.257489772
1.5,0.37,1.63,1.25,-0.37,-0.12,1.37,0.37,-1.25,-3.5,-1.12,0.5,1.75,-3.25,-1.75,0.63,-4.25,-2.38,-4.13,-3.5,-1.5,-1.88,-0.75,0.88,1.25,2.13,1.12,0.88,3.5,1.88,3,-18,-10,32.5,-0.25,-10.75,1.212676369
1.5,0.12,1.63,1,-0.25,0,1.25,0.5,-1.25,-3.63,-1.25,0.5,-1.37,-3.13,-2.13,-0.37,-4.25,-2.5,-3.5,-3.38,-2,-1.75,-0.25,0.75,1.75,1.25,0.37,1,3.5,2,3.25,13.25,9.63,0.12,-5,-19,1.15913007
1.5,0.63,1.63,1.12,-0.37,-0.12,1.5,0.5,-1.37,-3.63,-1.25,0.37,3.88,-3.13,-2,-0.25,-4,-1.88,-4.13,-3.5,-1.88,-2,0,1.37,0.75,1.5,0.63,0.88,3.88,2.13,2.75,-10.88,-10.38,-9.75,-9.5,1.12,1.100990887
1.5,0.25,1.5,1.12,-0.12,-0.12,1.25,0.5,-1.37,-3.38,-1.25,0.37,1.12,-3.25,-2.38,-4.38,-4.13,-2.5,-4.13,-3.5,-2,-1.63,-0.88,0.37,1.25,1.63,1.12,1.25,3.25,1.75,3,-10.13,-19.25,-3.88,20.25,-5.5,1.041424844
1.5,0.25,1.63,1.12,-0.25,-0.12,1.37,0.5,-1.37,-3.75,-1,0.5,1.37,-2.88,-2.13,4.5,-4.25,-2.38,-4.13,-2.88,-1.63,-2.13,-0.12,0.75,1.63,2.13,0.37,0.75,3.63,1.75,3.13,-9.63,27.12,9.38,-15.38,0.12,0.982430303
1.63,0.5,1.5,0.88,-0.25,-0.12,1.37,0.63,-1.37,-3.63,-1.12,0.25,1.75,-3,-2.13,0.25,-4.13,-2.13,-3.88,-3.63,-1.88,-1.75,-0.12,1.12,1.12,1,0.75,1,3.63,2,2.88,7.38,-5.5,-15.13,-7,-14.25,0.925053125
1.5,0.12,1.63,1.25,-0.25,-0.12,1.12,0.37,-1.37,-3.63,-1.37,0.75,1.75,-3.13,-2.13,-0.37,-3.88,-2.5,-4,-3.38,-1.75,-1.37,0.12,0.5,1.12,1.63,0.63,1.5,3.63,1.5,3,-10.5,1.12,-19.87,2.88,5.63,0.869692956
1.5,0.37,1.75,1.12,-0.37,-0.12,1.25,0.37,-1.37,-3.63,-1.12,0.25,1.25,-3.13,-1.88,1.12,-4.25,-2.38,-4,-3.5,-1.63,-1.75,-0.37,0.75,1.25,2,0.88,0.88,3.5,1.75,3,-28.12,-4.5,11.75,-1,0.5,0.816397577
1.5,0.12,1.63,0.88,-0.25,-0.12,1.12,0.5,-1.37,-3.63,-1.25,0.5,-0.75,-2.88,-2.38,5,-4.13,-2.5,-3.63,-3.25,-2,-1.75,-0.25,0.75,1.75,1.5,0.25,1,3.5,2.13,3,21.5,10.75,-15,-4.88,-8.38,0.765106507
1.5,0.63,1.5,1.12,-0.25,-0.12,1.37,0.37,-1.25,-3.63,-1.25,0.25,2.75,-3,-2.13,-0.37,-4,-2.13,-4.5,-3.5,-1.75,-2,0,0.75,0.63,1.63,0.75,1,3.75,1.88,2.88,-10.63,-9.63,-10.75,-16.12,13.13,0.715811841
1.5,0.25,1.63,1.12,-0.12,-0.12,1.25,0.5,-1.5,-3.38,-1.12,0.5,1.12,-3.38,-2.25,-4.63,-4.25,-2.63,-4.13,-3.38,-1.75,-1.37,-0.63,0.37,1.25,1.5,1.25,1.37,3.13,1.88,3,-5.38,-14.13,-8.38,5.75,-1.25,0.66862114
1.5,0.37,1.63,1.25,-0.37,-0.12,1.25,0.5,-1.25,-3.63,-1,0.37,1.63,-3,-2,4,-4.25,-2.5,-4.13,-3.13,-1.63,-2.25,-0.25,0.88,1.37,1.88,0.37,1,3.5,1.75,3.25,-9.75,26.5,4.75,-0.25,-4.75,0.623743046
1.5,0.5,1.5,1.12,-0.37,-0.12,1.37,0.5,-1.37,-3.63,-1.25,0.37,1.37,-3.13,-2,-0.25,-4.25,-2.13,-3.88,-3.63,-1.75,-1.88,-0.37,1.25,1.37,1.12,0.63,1,3.5,2,3,5.88,-10.38,-0.12,-7.38,-10.38,0.581445719
1.37,0.25,1.63,1.12,-0.12,0,1,0.37,-1.37,-3.63,-1.37,0.75,2.13,-3.13,-2.13,-0.88,-4,-2.63,-4.25,-3.38,-1.75,-1.5,0,0.5,1.25,1.63,0.63,1.5,3.75,1.5,2.88,-9.13,0.25,-16.5,0.88,8,0.54204155
1.5,0.37,1.5,1.25,-0.25,-0.12,1.25,0.5,-1.12,-3.63,-1.12,0.25,1.75,-3.25,-2,-8.38,-4.5,-2.25,-4.13,-3.63,-1.37,-1.88,-0.63,0.75,1.12,2.13,1,0.75,3.63,1.88,2.88,-30.5,-4.38,32.88,0.12,-9.38,0.505935985
1.5,0.12,1.63,1,-0.12,-0.12,1.37,0.5,-1.37,-3.63,-1.25,0.25,-0.25,-3,-2.25,-0.5,-4.13,-2.5,-3.63,-3.38,-2.13,-1.88,-0.37,0.75,1.5,1.25,0.37,1.12,3.5,2,3.13,26.62,-0.63,-15.25,-4.13,-22.62,0.473757852
1.63,1.12,1.63,1.12,-0.37,0,1.5,0.37,-1.37,-3.75,-1.37,0.5,3.63,-3.25,-2,-0.12,-3.88,-2.13,-4.25,-3.63,-1.75,-1.88,0.5,1,0.75,1.63,0.75,1.12,4,1.88,2.88,-9.88,-9.38,-6.25,-13.25,5.88,0.446559665
1.5,0.37,1.63,1.25,0,-0.25,1.25,0.5,-1.37,-3.5,-1.12,0.63,0.88,-3.38,-2,-5.5,-4.13,-2.38,-4,-3.63,-1.75,-1.37,-0.63,0.5,1.37,1.63,1.12,1.25,3.38,1.75,3,0.37,-15,0.5,15.75,-5.38,0.426048105
1.5,-0.12,1.75,1.12,-0.37,-0.12,1.25,0.5,-1.12,-3.75,-1.25,0.37,2,-2.88,-2,3.88,-4.25,-2.5,-4.13,-3,-1.63,-2.25,-0.25,0.75,1.63,1.88,0.37,0.88,3.5,1.88,3.25,-4.13,30.37,-0.75,-9.38,5.75,0.414802179
1.5,0.63,1.5,1.12,-0.25,-0.25,1.37,0.5,-1.37,-3.63,-1.12,0.12,1.75,-3.25,-2.13,0.25,-4.38,-1.88,-4,-3.63,-1.88,-1.75,-0.5,1.25,1.25,1.12,0.63,1,3.63,2,2.88,6,-9.5,-14.63,-28.5,-15.63,0.416346124
1.37,0.25,1.63,1.12,0,0,1.12,0.5,-1.37,-3.75,-1.12,0.75,2.63,-3.13,-2.25,-1.75,-4.13,-2.63,-4.25,-3.38,-1.88,-1.37,0,0.12,1.25,1.63,0.63,1.75,3.5,1.37,3,-0.37,0.25,-17,-4.38,6.75,0.434656022
1.5,0.37,1.63,1.12,-0.37,-0.12,1.37,0.5,-1.25,-3.63,-1.25,0,1.63,-3.13,-1.75,-4.88,-4.25,-2.25,-4.13,-3.63,-1.37,-1.88,-0.5,0.75,1.25,2.13,1,0.75,3.63,1.88,2.88,-30.62,-3.5,37.25,-0.5,-0.25,0.472556142
1.5,-0.12,1.63,1.12,-0.25,0,1.25,0.63,-1.37,-3.63,-1.12,0.37,0.37,-3.13,-2.13,-0.63,-4.25,-2.5,-3.75,-3.25,-2.13,-2,-0.25,0.63,1.63,1.5,0.5,1,3.38,2,3.13,26.87,4,-15,0.37,-18.87,0.529341421
1.63,1,1.5,1.12,-0.25,0.12,1.37,0.37,-1.37,-3.63,-1.25,0.25,2.63,-3.13,-2.25,-0.12,-4,-2,-4.38,-3.5,-1.63,-2,-0.12,1.25,0.88,1.5,0.63,0.88,4,2,2.75,-9.88,-10,-7.25,-15.13,21.25,0.599652922
1.5,0.25,1.63,1.12,-0.12,-0.25,1.25,0.5,-1.37,-3.63,-1.12,0.5,1.12,-3.13,-2.25,-3.25,-4.38,-2.38,-4,-3.5,-1.63,-1.63,-0.63,0.37,1.25,1.63,1.12,1.25,3,1.75,2.88,1.12,-15.25,-2.5,5.38,-0.5,0.675268158
1.5,-0.12,1.63,1.12,-0.37,0.12,1.25,0.5,-1.25,-3.63,-1.25,0.37,1.88,-2.38,-2,1.12,-4.13,-2.38,-4.25,-3.13,-1.63,-2.25,-0.25,0.88,1.75,2,0.37,0.75,3.5,1.75,3.13,-8.5,10.5,3.25,-0.25,0.75,0.748327503
1.63,0.63,1.5,1,-0.25,-0.12,1.37,0.5,-1.37,-3.63,-1.25,0.37,1.88,-3.25,-2.13,0.12,-4,-2,-4.13,-3.63,-1.88,-1.75,-0.5,1.25,1.12,1.25,0.63,1.12,3.5,2,3,6.5,-6,0.5,-17.12,-16,0.81336747
1.5,0.25,1.63,1,0,-0.12,1.12,0.5,-1.5,-3.63,-1,0.5,2.13,-3.25,-2.25,-7,-3.88,-2.38,-4.38,-3.38,-1.88,-1.25,0,0.5,1.25,1.5,0.63,1.37,3.38,1.5,3,-9.5,-0.12,-20.87,-2.13,3,0.867554877
1.5,0.37,1.75,1.25,-0.5,-0.12,1.37,0.37,-1.37,-3.5,-1.12,0.12,1,-3.5,-1.88,0.75,-4.25,-2.25,-4.13,-3.5,-1.37,-2,-0.75,0.75,1.25,2.13,0.88,0.88,3.63,1.75,3,-36,-2.75,6.88,-0.88,0.5,0.910019011
1.5,0.12,1.5,1.25,-0.25,-0.12,1.25,0.63,-1.37,-3.63,-1.25,0.5,-0.12,-2.88,-2.13,0,-4,-2.38,-3.63,-3.38,-2,-1.75,-0.37,0.75,1.63,1.25,0.25,1.12,3.5,2.13,3,11.75,5.13,-14.88,-5.13,-12.5,0.941084393
1.5,0.75,1.63,1.12,-0.25,-0.12,1.5,0.37,-1.37,-3.63,-1.25,0.25,2.88,-2.88,-2,-0.12,-3.88,-2.13,-4.38,-3.5,-1.63,-2.13,0.12,0.88,0.75,1.63,0.63,0.88,3.88,1.75,2.63,-9.88,0.37,3.88,-14.88,22.75,0.961705494
1.5,0.25,1.63,1.25,0,0,1.25,0.5,-1.37,-3.5,-1.12,0.63,0.88,-3.13,-2.13,-9.38,-4.13,-2.5,-4,-3.63,-1.88,-1.5,-0.37,0.37,1.25,1.5,1.12,1.25,3.13,1.75,2.88,-5.25,-14.63,-2.88,5.88,-1.5,0.973125878
1.5,0.12,1.75,1.12,-0.25,0,1.37,0.5,-1.25,-3.75,-0.88,0.37,1.63,-2.63,-2,5,-4.13,-2.38,-4.25,-3,-1.5,-2.38,-0.12,0.75,1.37,1.88,0.37,0.88,3.63,1.63,3,-6.13,26.87,3.5,-16.5,0,0.976707354
1.5,0.63,1.5,1,-0.25,-0.12,1.5,0.63,-1.5,-3.5,-1.12,0.37,0.88,-3.25,-2.13,0,-4.25,-2.13,-3.88,-3.63,-1.75,-1.63,-0.37,1.37,1.37,1.12,0.75,1.12,3.5,2,2.88,6.13,-5.75,-14.63,-11,-10.38,0.973878074
1.37,0.25,1.63,1.12,-0.12,0,1.12,0.5,-1.37,-3.63,-1.37,0.63,2.38,-2.75,-2.13,-0.75,-3.88,-2.5,-4.25,-3.25,-1.88,-1.75,0.12,0.5,1.12,1.63,0.63,1.5,3.63,1.25,3.13,-10.25,1.12,-21.37,6.25,7.75,0.966166076
1.63,0.37,1.63,1.12,-0.25,-0.25,1.37,0.63,-1.12,-3.63,-1,0.12,1.5,-3.25,-1.63,5.75,-4.13,-2.25,-4,-3.63,-1.5,-1.88,-0.63,1.12,1.25,2.13,1,0.75,3.63,1.75,3,-20.75,-5.38,27.5,4.13,-10,0.955294927
1.5,0.12,1.63,1.12,-0.12,-0.12,1.37,0.63,-1.37,-3.75,-1.12,0.37,0.63,-3.13,-2.25,4.63,-4.25,-2.5,-3.88,-3.25,-2,-1.88,-0.12,0.63,1.63,1.37,0.37,0.88,3.5,2.13,3.13,27.62,5.5,-0.37,-11,-15.88,0.943321995
1.5,0.75,1.63,1.12,-0.25,0,1.25,0.37,-1.37,-3.5,-1.25,0.25,3.38,-2.88,-2.13,-0.25,-3.88,-2.13,-4.5,-3.38,-1.75,-2.13,0.12,0.5,0.63,1.63,0.75,0.88,3.88,1.63,2.88,-10.63,0.5,-11.63,-6.63,19,0.932781791
1.5,0.37,1.63,1.12,-0.12,-0.25,1.25,0.5,-1.37,-3.25,-1.12,0.75,1,-3.25,-2,-10,-4.25,-2.5,-4,-3.5,-1.37,-1.37,-0.63,0.5,1.37,1.5,1.12,1.25,3.13,1.88,2.88,-9.63,-14.88,1.75,6.13,-5.88,0.926721945
1.5,0.12,1.63,0.88,-0.25,0,1.37,0.63,-1.37,-3.63,-1.37,0.37,1.88,-2.88,-1.63,5,-4.25,-2.5,-4.13,-3,-1.63,-2.25,-0.25,0.75,1.75,1.88,0.37,1.12,3.5,1.75,3.25,-9.25,25.75,0,-10.63,-0.12,0.928422099
1.5,0.5,1.5,1.12,-0.25,-0.25,1.37,0.5,-1.37,-3.63,-1.25,0.25,1.5,-3.13,-2.13,0.12,-4.13,-1.88,-4,-3.63,-1.75,-1.88,-0.37,1.25,1.12,1.12,0.63,1,3.63,2,2.88,6.88,-1.12,-16.25,-27.5,-9.75,0.940644321
1.37,0.25,1.63,1.12,-0.25,0,1.12,0.5,-1.37,-3.63,-1.25,0.5,1.63,-3.13,-2.13,-1.37,-4,-2.63,-4.13,-3.5,-1.88,-1.37,0,0.37,1.25,1.5,0.5,1.37,3.63,1.5,2.88,-9.5,1,-20.62,6.75,7,0.964577186
1.5,0.37,1.63,1.25,-0.5,-0.12,1.37,0.5,-1.25,-3.5,-1.12,0,1.37,-3.38,-1.75,7,-4.25,-2.38,-4,-3.5,-1.5,-2.13,-0.75,0.75,1.12,2.13,0.88,0.63,3.5,1.88,3,-19.12,-5,22.12,-6,-9.38,0.99882142
1.5,-0.12,1.5,1,-0.25,0,1.37,0.5,-1.37,-3.75,-1.37,0.37,0.75,-3,-2.25,-0.5,-4.13,-2.38,-3.75,-3.25,-2,-1.75,-0.25,0.63,1.5,1.37,0.5,1,3.38,2,3.13,26.75,4.13,-14.5,5.63,-27.25,1.038762497
1.5,1.12,1.63,1.12,-0.25,0,1.5,0.37,-1.5,-3.75,-1.37,0.5,2.38,-3.13,-2.13,0,-3.88,-2.25,-4.25,-3.38,-1.75,-2,0.25,1,0.75,1.63,0.63,1,3.75,1.75,2.88,-10.5,0.12,-20.5,-10.5,25.5,1.07730409
1.5,0.25,1.63,1.25,0,-0.12,1.37,0.5,-1.37,-3.38,-1.12,0.5,1,-3.13,-2.25,-10,-4.13,-2.5,-4,-3.5,-1.25,-1.63,-0.63,0.63,1.25,1.5,1.12,1.12,3.25,1.75,3,-4.25,-10.13,6.25,6.75,-0.37,1.107780311
1.5,-0.25,1.5,1.12,-0.25,-0.12,1.25,0.63,-1.12,-3.75,-1.25,0.37,1.5,-3,-1.88,1.75,-4,-2.38,-4.25,-3,-1.63,-2,-0.25,0.63,1.88,1.88,0.12,1.12,3.38,1.75,3.13,0.12,25.25,-5,0.37,0.37,1.127010093
1.5,0.75,1.63,1.12,-0.37,-0.12,1.37,0.5,-1.37,-3.63,-1.25,0.12,2.13,-3.25,-2.13,-0.12,-4.13,-2,-4,-3.75,-1.75,-1.88,-0.37,1.12,0.88,1.12,0.75,1,3.88,2,2.88,4.75,0.63,-15.38,-33.38,-10.25,1.135701451
1.37,0.12,1.63,1.12,-0.12,0,1.25,0.63,-1.25,-3.75,-1.25,0.37,0.37,-3,-2.13,-6.88,-4,-2.5,-4,-3.38,-1.75,-1,0,0.37,1.12,1.63,0.5,1.5,3.38,1.25,2.88,-9.63,9.88,-11.13,6.88,6.75,1.136787534
1.5,0.37,1.63,1.25,-0.25,0,1.37,0.5,-1.37,-3.5,-0.63,0.25,1.88,-3.25,-1.75,1.88,-4.13,-2.25,-4.13,-3.5,-1.37,-2,-0.63,1,1.12,2.25,0.75,0.75,3.63,1.75,2.88,-24.37,-3.75,7.25,-5.5,1.37,1.133749312
1.5,0.25,1.5,1,-0.25,-0.12,1.37,0.5,-1.37,-3.5,-1.12,0.37,0.37,-3,-2,-0.63,-4.13,-2.38,-3.75,-3.25,-2.13,-1.75,-0.5,0.63,1.63,1.37,0.5,1.12,3.38,2,3,27.25,5.63,-20.12,-4.88,-26,1.12970723
1.5,1,1.63,1.12,-0.25,0.25,1.25,0.37,-1.25,-3.63,-1.37,0.37,2.25,-3.25,-2.25,0,-3.75,-2.13,-4.38,-3.38,-1.88,-2,0.25,1.12,0.88,1.75,0.63,1.12,3.88,1.63,2.88,-11.25,-9.5,-34,-10.25,26.87,1.127072395
1.5,0.25,1.63,1.12,-0.12,-0.12,1.37,0.5,-1.25,-3.38,-1,0.75,0.88,-3.13,-2,-4.88,-4.38,-2.38,-4,-3.5,-1.25,-1.5,-0.75,0.75,1.37,1.5,1.12,1.25,3,1.75,3,-0.63,-10.13,9.13,7,-0.5,1.127428902
1.5,-0.37,1.63,0.88,-0.37,0,1.25,0.75,-1.25,-3.63,-1,0.37,1.12,-2.75,-2,2.25,-4.13,-2.25,-4.25,-3.13,-1.75,-2.13,-0.25,0.63,1.63,1.75,0.37,1.12,3.38,1.75,3.13,-4,2.88,-5.63,0.5,0.12,1.131481781
1.63,0.75,1.5,1.12,-0.12,-0.12,1.5,0.37,-1.25,-3.5,-1.25,0.25,1.75,-3.38,-2.13,0.25,-4.25,-2.13,-3.88,-3.63,-1.75,-1.88,-0.37,1.12,1.12,1.25,0.75,1,4,2,3,4.13,-10.75,0,-27.5,-9,1.139046479
1.37,0.25,1.63,1.12,-0.12,0,1.12,0.63,-1.25,-3.63,-1.12,0.63,0.5,-3,-2.38,-6.38,-4,-2.5,-4,-3.5,-1.88,-1.5,-0.25,0.37,1.12,1.75,0.63,1.37,3.63,1.5,3,0.88,3.63,-4,12.13,7.63,1.149112613
1.5,0.37,1.75,1.25,-0.12,-0.12,1.37,0.5,-1.25,-3.5,-0.75,0.37,1.63,-3.13,-1.63,6.88,-4.25,-2.5,-4,-3.38,-1.63,-2.5,-0.5,0.88,1.25,2.13,0.75,0.63,3.5,1.88,3,-19.62,-8.88,7.25,-6,-8.5,1.159975175
1.5,0.12,1.63,1,-0.25,-0.12,1.37,0.63,-1.37,-3.63,-1.25,0.12,0.63,-3,-1.88,0,-4.13,-2.38,-3.5,-3.38,-2,-1.88,-0.25,0.5,1.75,1.37,0.25,1.12,3.5,2,3,16.75,3,-13.75,-4,-27,1.169319331
